title,company,location,country,seniority_level,employment_type,job_function,industries,مستوى الأقدمية,نوع التوظيف,المهام الوظيفية,المجالات,average_salary,work_model,mentions_sql,mentions_python,mentions_r,mentions_excel,mentions_tableau,mentions_power bi,mentions_aws,mentions_azure,mentions_gcp,mentions_spark,mentions_sas
Data Analyst,Mainz Brady Group,United States,USA,Associate,Contract,"Analyst, Information Technology, and Research","Retail Apparel and Fashion, Manufacturing, and Retail",,,,,55.0,Remote,True,False,False,True,True,False,False,False,False,False,False
Data Analyst,ADT Solar,"Boston, MA",USA,Mid-Senior level,Full-time,Information Technology,Renewable Energy Semiconductor Manufacturing,,,,,,Remote,True,True,False,False,True,True,True,True,False,False,False
Data Analyst,Northrop Grumman Federal Credit Union,United States,USA,Associate,Full-time,Analyst,Banking,,,,,,Remote,True,False,False,False,True,False,False,False,False,False,False
Data Analyst,Storm2,United States,USA,Mid-Senior level,Full-time,"Analyst, Information Technology, and Engineering","IT Services and IT Consulting, Banking, and Financial Services",,,,,127500.0,Remote,True,True,True,False,False,False,False,False,False,False,False
Data Analyst,Launch Consulting Group,United States,USA,Mid-Senior level,Full-time,"Information Technology, Analyst, and Consulting",IT Services and IT Consulting and Software Development,,,,,92500.0,Remote,True,False,False,False,False,True,False,False,False,False,False
Data Analyst,Agility Partners,United States,USA,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,,,,,45.0,Remote,True,False,False,False,False,False,False,False,False,False,False
Data Analyst,Azenta Life Sciences,United States,USA,Associate,Full-time,Information Technology and General Business,"Medical Equipment Manufacturing, Biotechnology Research, and Pharmaceutical Manufacturing",,,,,,Remote,False,False,False,False,True,False,False,False,False,False,False
Data Analyst,Atmosfy,United States,USA,Not Specified,Full-time,Not Specified,Not Specified,,,,,75000.0,Remote,True,False,False,False,False,False,False,False,False,False,False
Data Analyst,EdgeLink,United States,USA,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting and Software Development,,,,,140000.0,Remote,True,True,True,False,False,False,True,False,False,False,False
Data Analyst,Technology Ventures,United States,USA,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
Data Analyst,Distinct North America,"New York, United States",USA,Associate,Full-time,Information Technology and Analyst,Advertising Services and Online Audio and Video Media,,,,,75000.0,Remote,True,False,False,False,True,False,False,False,False,False,False
Data Analyst - (Remote - US),Mediavine,"Charlotte, NC",USA,Entry level,Full-time,Information Technology,"Technology, Information and Internet",,,,,,Remote,True,True,True,False,True,False,False,False,False,False,False
Data Analyst,ClarisHealth,United States,USA,Mid-Senior level,Full-time,"Information Technology, Analyst, and Other","IT Services and IT Consulting, Software Development, and Hospitals and Health Care",,,,,,Remote,True,False,False,False,False,False,False,False,False,False,False
Analyst - Data Visualization,Trusted Talent,United States,USA,Associate,Contract,"Project Management, Analyst, and Research",Market Research,,,,,85000.0,Remote,False,False,True,True,False,False,False,False,False,False,False
"Analyst, Data and Analytics",CafeMedia,United States,USA,Not Applicable,Full-time,Analyst and Information Technology,"Advertising Services and Technology, Information and Internet",,,,,,Remote,False,False,False,False,True,False,False,False,False,False,False
Data Analyst,Verdani Partners,"Carlsbad, CA",USA,Mid-Senior level,Full-time,Information Technology,Environmental Services,,,,,,Remote,False,False,False,True,False,False,False,True,False,False,False
Data Analyst,ReUp Education,"Austin, TX",USA,Mid-Senior level,Full-time,Information Technology,Higher Education,,,,,,Remote,True,True,True,False,True,False,False,False,False,False,False
Data Analyst - (Remote - US),Mediavine,"Dallas, TX",USA,Entry level,Full-time,Information Technology,"Technology, Information and Internet",,,,,,Remote,True,True,True,False,True,False,False,False,False,False,False
SQL Data Analyst,Cypress HCM,United States,USA,Mid-Senior level,Contract,"Information Technology, Analyst, and Engineering","IT Services and IT Consulting, Advertising Services, and Software Development",,,,,69.63499999999999,Remote,True,False,False,True,True,True,False,False,False,False,False
WFH//Data Analyst,"Ogletree Deakins, cabinet dédié au droit social",United States,USA,Not Specified,Full-time,Not Specified,Not Specified,,,,,,Remote,False,False,False,True,False,False,False,False,False,False,False
Data Analyst,Affirma,United States,USA,Associate,Full-time,Engineering,Computer and Network Security,,,,,,Remote,True,False,True,False,False,True,False,False,False,False,False
Data Analyst,ClarisHealth,United States,USA,Mid-Senior level,Full-time,"Information Technology, Analyst, and Other","IT Services and IT Consulting, Software Development, and Hospitals and Health Care",,,,,,Remote,True,False,False,False,False,False,False,False,False,False,False
Analyst - Data Visualization,Trusted Talent,United States,USA,Associate,Contract,"Project Management, Analyst, and Research",Market Research,,,,,85000.0,Remote,False,False,True,True,False,False,False,False,False,False,False
Data Analyst,Amplify,United States,USA,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Appliances, Electrical, and Electronics Manufacturing, and E-Learning Providers",,,,,,Remote,True,True,False,True,True,False,False,False,False,False,False
Data Analyst I,Oracle,United States,USA,Mid-Senior level,Full-time,Information Technology,Software Development,,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
Data Analyst III - Remote,OneAmerica,United States,USA,Associate,Full-time,"Analyst, Finance, and General Business","Insurance, Financial Services, and Accounting",,,,,,Remote,True,False,False,False,False,False,False,False,False,False,False
Data Analyst,TriNet,United States,USA,Not Applicable,Full-time,Information Technology,"IT Services and IT Consulting, Software Development, and Human Resources Services",,,,,,Remote,False,False,False,True,False,False,False,False,False,False,False
Data Analyst,Compunnel Inc.,United States,USA,Not Specified,Not Specified,Not Specified,Not Specified,,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
Data Analyst,EdgeLink,United States,USA,Not Specified,Not Specified,Not Specified,Not Specified,,,,,140000.0,Remote,False,False,False,False,False,False,False,False,False,False,False
"Data Analyst (SQL, Teraform, Tableau) III - Remote",PROFESSIONAL SERVICES,"Philadelphia, PA",USA,Associate,Contract,Information Technology,Staffing and Recruiting,,,,,,Remote,True,False,False,False,True,False,True,False,False,False,False
Data Analyst,Tier4 Group,Dallas-Fort Worth Metroplex,USA,Mid-Senior level,Full-time,Information Technology and Analyst,IT Services and IT Consulting and Financial Services,,,,,,Remote,True,True,False,True,False,False,False,False,False,False,True
Data Analyst (Remote),Texas Workforce Commission,"Austin, TX",USA,Entry level,Full-time,Information Technology,Government Administration,,,,,,Remote,False,False,False,True,True,True,False,False,False,False,False
Data Analyst,Foxit,"Alpharetta, GA",USA,Entry level,Full-time,Information Technology,Software Development,,,,,,Remote,True,True,True,True,True,False,False,False,False,False,False
Data Analyst,InStride Health,"Boston, MA",USA,Entry level,Full-time,Information Technology,"Technology, Information and Internet",,,,,,Remote,True,True,True,False,True,False,False,False,False,False,False
Data Analyst - Remote,Diverse Lynx,United States,USA,Entry level,Contract,Information Technology,Software Development,,,,,,Remote,True,True,False,False,False,False,True,False,False,False,False
Data Analyst,Scorpion,United States,USA,Entry level,Full-time,Information Technology,Advertising Services,,,,,,Remote,False,True,False,False,False,False,False,False,False,False,False
Data Analyst,Confidential,United States,USA,Mid-Senior level,Full-time,"Information Technology, Public Relations, and Analyst","IT Services and IT Consulting, Advertising Services, and Public Relations and Communications Services",,,,,,Remote,True,True,True,True,True,False,True,True,False,True,False
"REMOTE Data Analyst (SQL, Operations)",CyberCoders,"Philadelphia, PA",USA,Mid-Senior level,Full-time,Information Technology,Business Consulting and Services,,,,,90000.0,Remote,True,True,True,True,True,False,False,False,False,False,False
Data Analyst,Sage Solutions Group,"Michigan, United States",USA,Mid-Senior level,Full-time,Information Technology,"Government Relations Services, Computer and Network Security, and Utilities",,,,,,Remote,False,False,False,True,True,False,False,False,False,False,False
Data Analyst,PFES,"Phoenix, AZ",USA,Entry level,Contract,Information Technology and Analyst,Utilities,,,,,,Remote,False,False,False,True,False,True,False,False,False,False,False
Data Analyst - (Remote - US),Mediavine,"Charlotte, NC",USA,Entry level,Full-time,Information Technology,"Technology, Information and Internet",,,,,,Remote,True,True,True,False,True,False,False,False,False,False,False
Data Analyst,Azenta Life Sciences,United States,USA,Associate,Full-time,Information Technology and General Business,"Medical Equipment Manufacturing, Biotechnology Research, and Pharmaceutical Manufacturing",,,,,,Remote,False,False,False,False,True,False,False,False,False,False,False
Data Analyst (Global Remote),Passion.io,"Ontario, CA",USA,Not Applicable,Full-time,Information Technology,"Technology, Information and Internet",,,,,,Remote,True,False,False,False,False,False,False,False,False,False,False
Data Analyst,The Walt Disney Company,"New York, NY",USA,Mid-Senior level,Full-time,Information Technology,Animation and Post-production,,,,,,Hybrid,True,True,True,False,True,False,False,False,False,False,False
Data Analyst,The Walt Disney Company,"New York, NY",USA,Mid-Senior level,Full-time,Information Technology,Animation and Post-production,,,,,,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Junior Data Analyst,Infosys,"Hartford, CT",USA,Associate,Full-time,Information Technology,IT Services and IT Consulting,,,,,,Hybrid,True,False,False,True,False,False,True,False,False,False,False
Data Analyst,Clutch,Greater Sacramento,USA,Mid-Senior level,Contract,Information Technology,Business Consulting and Services,,,,,55.0,Hybrid,False,False,False,False,True,True,False,True,False,False,False
Data Analyst,Alan Gray LLC,"Boston, MA",USA,Entry level,Full-time,Information Technology,Insurance,,,,,,Hybrid,True,False,False,True,False,False,False,False,False,False,False
Data Analyst,"The Randy Neuringer Co., LLC.",New York City Metropolitan Area,USA,Mid-Senior level,Full-time,Information Technology and Engineering,Insurance and Investment Management,,,,,105000.0,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Data Analyst,alice + olivia,New York City Metropolitan Area,USA,Associate,Full-time,"Advertising, Business Development, and Information Technology",Retail Apparel and Fashion,,,,,,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Data Analyst,IKEA,"Conshohocken, PA",USA,Not Applicable,Full-time,Information Technology,Retail,,,,,89468.5,Hybrid,False,False,False,False,False,False,False,False,False,False,False
Data Analyst,March Networks,"North Carolina, United States",USA,Entry level,Full-time,Sales and Analyst,Security and Investigations,,,,,,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Data Analyst,Octave,San Francisco Bay Area,USA,Mid-Senior level,Full-time,Information Technology,Biotechnology Research,,,,,,Hybrid,True,False,False,False,False,False,False,False,False,False,False
Data Analyst,Tradeweb,"New York, NY",USA,Associate,Full-time,Information Technology,Financial Services,,,,,,Hybrid,True,True,False,False,True,False,False,False,False,False,False
Data Analyst,Carputty,Atlanta Metropolitan Area,USA,Not Specified,Full-time,Not Specified,Not Specified,,,,,,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Data Analyst,Averity,New York City Metropolitan Area,USA,Associate,Full-time,"Information Technology, Analyst, and Education",IT Services and IT Consulting,,,,,82500.0,Hybrid,False,False,False,False,True,False,False,False,False,False,False
Data Analyst,CRG,Greensboro--Winston-Salem--High Point Area,USA,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting and Motor Vehicle Manufacturing,,,,,60.0,Hybrid,True,False,False,False,False,True,False,False,False,False,False
Data Analyst,EG Life Sciences,"Morgan Hill, CA",USA,Mid-Senior level,Contract,Information Technology and Analyst,Business Consulting and Services and Pharmaceutical Manufacturing,,,,,,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Associate Data Analyst,Synergy Interactive,New York City Metropolitan Area,USA,Associate,Contract,"Advertising, Production, and Design",Staffing and Recruiting,,,,,50.0,Hybrid,True,False,False,False,False,False,False,False,False,False,False
Junior Data Analyst,Insight Global,Denver Metropolitan Area,USA,Entry level,Full-time,Information Technology and Analyst,Telecommunications,,,,,31.5,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Data Analyst,Gridiron IT,"District of Columbia, United States",USA,Associate,Contract,Analyst,Staffing and Recruiting,,,,,125000.0,Hybrid,False,False,False,True,True,False,False,False,False,False,False
Data Analyst,Parkave Capital Group,"Miami, FL",USA,Not Specified,Full-time,Not Specified,Not Specified,,,,,,Hybrid,True,True,False,False,False,False,True,False,False,False,False
Data Analyst,Agility Partners,Cincinnati Metropolitan Area,USA,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,,,,,,Hybrid,True,False,False,False,False,False,False,False,False,False,False
Junior Data Analyst,Insight Global,"Richfield, MN",USA,Entry level,Full-time,Analyst,IT Services and IT Consulting,,,,,23.0,Hybrid,False,False,False,False,False,False,False,False,False,False,False
Data Analyst,Spencer Ogden,"Pennsylvania, United States",USA,Mid-Senior level,Contract,Information Technology,Staffing and Recruiting,,,,,70.0,Hybrid,True,True,True,False,False,False,False,False,False,False,False
Data Analyst,Frostbite,"Austin, TX",USA,Not Applicable,Full-time,"Strategy/Planning, Analyst, and Information Technology","IT Services and IT Consulting, Software Development, and Computer Games",,,,,,Hybrid,False,True,True,False,False,False,False,False,False,False,False
Junior Data Analyst,Iris Software Inc.,"Texas, United States",USA,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,,,,,,Hybrid,False,False,False,False,False,False,False,False,False,False,False
Data Analyst (SQL),Marwood Group,New York City Metropolitan Area,USA,Mid-Senior level,Full-time,"Consulting, General Business, and Strategy/Planning",Financial Services,,,,,85000.0,Hybrid,True,True,False,False,False,False,True,False,False,False,False
Data Analyst,The Walt Disney Company,"New York, NY",USA,Mid-Senior level,Full-time,Information Technology,Animation and Post-production,,,,,,Hybrid,True,True,True,False,True,False,False,False,False,False,False
Data Analyst,The Walt Disney Company,"New York, NY",USA,Not Specified,Not Specified,Not Specified,Not Specified,,,,,,Hybrid,False,False,False,False,False,False,False,False,False,False,False
Data Analyst,Clutch,Greater Sacramento,USA,Not Specified,Not Specified,Not Specified,Not Specified,,,,,55.0,Hybrid,False,False,False,False,False,False,False,False,False,False,False
Data Analyst,"The Randy Neuringer Co., LLC.",New York City Metropolitan Area,USA,Mid-Senior level,Full-time,Information Technology and Engineering,Insurance and Investment Management,,,,,105000.0,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Data Analyst,alice + olivia,New York City Metropolitan Area,USA,Associate,Full-time,"Advertising, Business Development, and Information Technology",Retail Apparel and Fashion,,,,,,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Data Analyst,American Express,"Phoenix, AZ",USA,Not Applicable,Full-time,Information Technology,Financial Services,,,,,,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Data Analyst,IKEA,"Conshohocken, PA",USA,Not Applicable,Full-time,Information Technology,Retail,,,,,89468.5,Hybrid,False,False,False,False,False,False,False,False,False,False,False
Data Analyst,March Networks,"North Carolina, United States",USA,Entry level,Full-time,Sales and Analyst,Security and Investigations,,,,,,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Data Analyst,Octave,San Francisco Bay Area,USA,Mid-Senior level,Full-time,Information Technology,Biotechnology Research,,,,,,Hybrid,True,False,False,False,False,False,False,False,False,False,False
Junior Data Analyst,Insight Global,"Richfield, MN",USA,Entry level,Full-time,Analyst,IT Services and IT Consulting,,,,,23.0,Hybrid,False,False,False,False,False,False,False,False,False,False,False
Data Analyst,Carputty,Atlanta Metropolitan Area,USA,Not Specified,Full-time,Not Specified,Not Specified,,,,,,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Data Analyst,CRG,Greensboro--Winston-Salem--High Point Area,USA,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting and Motor Vehicle Manufacturing,,,,,60.0,Hybrid,True,False,False,False,False,True,False,False,False,False,False
Data Analyst,EG Life Sciences,"Morgan Hill, CA",USA,Mid-Senior level,Contract,Information Technology and Analyst,Business Consulting and Services and Pharmaceutical Manufacturing,,,,,,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Associate Data Analyst,Synergy Interactive,New York City Metropolitan Area,USA,Associate,Contract,"Advertising, Production, and Design",Staffing and Recruiting,,,,,50.0,Hybrid,True,False,False,False,False,False,False,False,False,False,False
Junior Data Analyst,Insight Global,Denver Metropolitan Area,USA,Entry level,Full-time,Information Technology and Analyst,Telecommunications,,,,,31.5,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Junior Data Analyst,Infosys,"Hartford, CT",USA,Associate,Full-time,Information Technology,IT Services and IT Consulting,,,,,,Hybrid,True,False,False,True,False,False,True,False,False,False,False
Data Analyst,Gridiron IT,"District of Columbia, United States",USA,Associate,Contract,Analyst,Staffing and Recruiting,,,,,125000.0,Hybrid,False,False,False,True,True,False,False,False,False,False,False
Data Analyst,Parkave Capital Group,"Miami, FL",USA,Not Specified,Full-time,Not Specified,Not Specified,,,,,,Hybrid,True,True,False,False,False,False,True,False,False,False,False
Data Analyst,Agility Partners,Cincinnati Metropolitan Area,USA,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,,,,,,Hybrid,True,False,False,False,False,False,False,False,False,False,False
Data Analyst,Frostbite,"Austin, TX",USA,Not Applicable,Full-time,"Strategy/Planning, Analyst, and Information Technology","IT Services and IT Consulting, Software Development, and Computer Games",,,,,,Hybrid,False,True,True,False,False,False,False,False,False,False,False
Junior Data Analyst,Iris Software Inc.,"Texas, United States",USA,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,,,,,,Hybrid,False,False,False,False,False,False,False,False,False,False,False
Data Analyst (SQL),Marwood Group,New York City Metropolitan Area,USA,Mid-Senior level,Full-time,"Consulting, General Business, and Strategy/Planning",Financial Services,,,,,85000.0,Hybrid,True,True,False,False,False,False,True,False,False,False,False
Data Analyst,SmartSense by Digi,"Mishawaka, IN",USA,Associate,Full-time,Engineering,"IT Services and IT Consulting, Software Development, and Wireless Services",,,,,,Hybrid,True,True,True,False,False,False,False,False,False,False,False
Data Analyst,Insight Global,"Burbank, CA",USA,Mid-Senior level,Full-time,Information Technology,Entertainment Providers and Hospitals and Health Care,,,,,140000.0,Hybrid,True,True,False,False,False,False,False,False,False,False,False
Data Analyst,Omron Automation,"Hoffman Estates, IL",USA,Associate,Full-time,"Analyst, Information Technology, and Marketing","Appliances, Electrical, and Electronics Manufacturing and Automation Machinery Manufacturing",,,,,,Hybrid,True,False,True,True,False,True,False,False,False,False,True
Data Analyst,Clutch,Greater Sacramento,USA,Mid-Senior level,Contract,Information Technology,Business Consulting and Services,,,,,55.0,Hybrid,False,False,False,False,True,True,False,True,False,False,False
Data Analyst,alice + olivia,New York City Metropolitan Area,USA,Associate,Full-time,"Advertising, Business Development, and Information Technology",Retail Apparel and Fashion,,,,,,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Data Analyst,American Express,"Phoenix, AZ",USA,Not Applicable,Full-time,Information Technology,Financial Services,,,,,,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Data Analyst,IKEA,"Conshohocken, PA",USA,Not Applicable,Full-time,Information Technology,Retail,,,,,89468.5,Hybrid,False,False,False,False,False,False,False,False,False,False,False
Data Analyst,March Networks,"North Carolina, United States",USA,Entry level,Full-time,Sales and Analyst,Security and Investigations,,,,,,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Data Analyst,Octave,San Francisco Bay Area,USA,Mid-Senior level,Full-time,Information Technology,Biotechnology Research,,,,,,Hybrid,True,False,False,False,False,False,False,False,False,False,False
Junior Data Analyst,Insight Global,"Richfield, MN",USA,Entry level,Full-time,Analyst,IT Services and IT Consulting,,,,,23.0,Hybrid,False,False,False,False,False,False,False,False,False,False,False
Data Analyst,CRG,Greensboro--Winston-Salem--High Point Area,USA,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting and Motor Vehicle Manufacturing,,,,,60.0,Hybrid,True,False,False,False,False,True,False,False,False,False,False
Data Analyst,EG Life Sciences,"Morgan Hill, CA",USA,Mid-Senior level,Contract,Information Technology and Analyst,Business Consulting and Services and Pharmaceutical Manufacturing,,,,,,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Associate Data Analyst,Synergy Interactive,New York City Metropolitan Area,USA,Associate,Contract,"Advertising, Production, and Design",Staffing and Recruiting,,,,,50.0,Hybrid,True,False,False,False,False,False,False,False,False,False,False
Junior Data Analyst,Insight Global,Denver Metropolitan Area,USA,Entry level,Full-time,Information Technology and Analyst,Telecommunications,,,,,31.5,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Junior Data Analyst,Infosys,"Hartford, CT",USA,Associate,Full-time,Information Technology,IT Services and IT Consulting,,,,,,Hybrid,True,False,False,True,False,False,True,False,False,False,False
Data Analyst,Gridiron IT,"District of Columbia, United States",USA,Associate,Contract,Analyst,Staffing and Recruiting,,,,,125000.0,Hybrid,False,False,False,True,True,False,False,False,False,False,False
Data Analyst,Parkave Capital Group,"Miami, FL",USA,Not Specified,Full-time,Not Specified,Not Specified,,,,,,Hybrid,True,True,False,False,False,False,True,False,False,False,False
Data Analyst,Agility Partners,Cincinnati Metropolitan Area,USA,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,,,,,,Hybrid,True,False,False,False,False,False,False,False,False,False,False
Data Analyst,Insight Global,"Burbank, CA",USA,Mid-Senior level,Full-time,Information Technology,Entertainment Providers and Hospitals and Health Care,,,,,140000.0,Hybrid,True,True,False,False,False,False,False,False,False,False,False
Data Analyst,Omron Automation,"Hoffman Estates, IL",USA,Associate,Full-time,"Analyst, Information Technology, and Marketing","Appliances, Electrical, and Electronics Manufacturing and Automation Machinery Manufacturing",,,,,,Hybrid,True,False,True,True,False,True,False,False,False,False,True
Data Analyst,Brooksource,"Morris Plains, NJ",USA,Entry level,Full-time,Information Technology and Engineering,IT Services and IT Consulting,,,,,29.0,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Data Analyst,Russell Tobin,"Burbank, CA",USA,Associate,Contract,"Marketing, Public Relations, and Writing/Editing",Staffing and Recruiting,,,,,36.0,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Data Analyst,FOODMatch,"New York, United States",USA,Not Specified,Full-time,Not Specified,Not Specified,,,,,,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Data Analyst,Planet Pharma,"Novato, CA",USA,Entry level,Contract,Information Technology and Analyst,"Medical Equipment Manufacturing, Biotechnology Research, and Pharmaceutical Manufacturing",,,,,35.0,Hybrid,False,False,False,False,False,False,False,False,False,False,False
Data Analyst,Quten Research Institute,"Miami, FL",USA,Entry level,Full-time,Information Technology,Advertising Services,,,,,,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Data Analyst,Standard Motor Products,"Queens, NY",USA,Associate,Full-time,Information Technology and Marketing,Motor Vehicle Manufacturing,,,,,67500.0,Hybrid,True,False,False,False,False,False,False,False,False,False,False
Data Analyst,1872 Consulting,Los Angeles Metropolitan Area,USA,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,,,,,107500.0,Hybrid,True,True,True,False,True,False,False,False,False,False,False
Data Analyst,Insight Global,"Atlanta, GA",USA,Entry level,Contract,Information Technology and Analyst,Construction,,,,,29.0,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Data Analyst,The Walt Disney Company,"New York, NY",USA,Mid-Senior level,Full-time,Information Technology,Animation and Post-production,,,,,,Hybrid,True,True,True,False,True,False,False,False,False,False,False
Data Analyst,The Walt Disney Company,"New York, NY",USA,Mid-Senior level,Full-time,Information Technology,Animation and Post-production,,,,,,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Data Analyst,Clutch,Greater Sacramento,USA,Mid-Senior level,Contract,Information Technology,Business Consulting and Services,,,,,55.0,Hybrid,False,False,False,False,True,True,False,True,False,False,False
Data Analyst,"The Randy Neuringer Co., LLC.",New York City Metropolitan Area,USA,Mid-Senior level,Full-time,Information Technology and Engineering,Insurance and Investment Management,,,,,105000.0,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Data Analyst,alice + olivia,New York City Metropolitan Area,USA,Associate,Full-time,"Advertising, Business Development, and Information Technology",Retail Apparel and Fashion,,,,,,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Data Analyst,American Express,"Phoenix, AZ",USA,Not Applicable,Full-time,Information Technology,Financial Services,,,,,,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Data Analyst,IKEA,"Conshohocken, PA",USA,Not Applicable,Full-time,Information Technology,Retail,,,,,89468.5,Hybrid,False,False,False,False,False,False,False,False,False,False,False
Data Analyst,March Networks,"North Carolina, United States",USA,Entry level,Full-time,Sales and Analyst,Security and Investigations,,,,,,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Junior Data Analyst,Insight Global,"Richfield, MN",USA,Entry level,Full-time,Analyst,IT Services and IT Consulting,,,,,23.0,Hybrid,False,False,False,False,False,False,False,False,False,False,False
Data Analyst,Carputty,Atlanta Metropolitan Area,USA,Not Specified,Full-time,Not Specified,Not Specified,,,,,,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Data Analyst,CRG,Greensboro--Winston-Salem--High Point Area,USA,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting and Motor Vehicle Manufacturing,,,,,60.0,Hybrid,True,False,False,False,False,True,False,False,False,False,False
Data Analyst,Averity,New York City Metropolitan Area,USA,Associate,Full-time,"Information Technology, Analyst, and Education",IT Services and IT Consulting,,,,,82500.0,Hybrid,False,False,False,False,True,False,False,False,False,False,False
Data Analyst,Tradeweb,"New York, NY",USA,Associate,Full-time,Information Technology,Financial Services,,,,,,Hybrid,True,True,False,False,True,False,False,False,False,False,False
Data Analyst,EG Life Sciences,"Morgan Hill, CA",USA,Mid-Senior level,Contract,Information Technology and Analyst,Business Consulting and Services and Pharmaceutical Manufacturing,,,,,,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Associate Data Analyst,Synergy Interactive,New York City Metropolitan Area,USA,Associate,Contract,"Advertising, Production, and Design",Staffing and Recruiting,,,,,50.0,Hybrid,True,False,False,False,False,False,False,False,False,False,False
Junior Data Analyst,Insight Global,Denver Metropolitan Area,USA,Entry level,Full-time,Information Technology and Analyst,Telecommunications,,,,,31.5,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Junior Data Analyst,Infosys,"Hartford, CT",USA,Associate,Full-time,Information Technology,IT Services and IT Consulting,,,,,,Hybrid,True,False,False,True,False,False,True,False,False,False,False
Data Analyst,Gridiron IT,"District of Columbia, United States",USA,Associate,Contract,Analyst,Staffing and Recruiting,,,,,125000.0,Hybrid,False,False,False,True,True,False,False,False,False,False,False
Data Analyst,Parkave Capital Group,"Miami, FL",USA,Not Specified,Full-time,Not Specified,Not Specified,,,,,,Hybrid,True,True,False,False,False,False,True,False,False,False,False
Data Analyst,Agility Partners,Cincinnati Metropolitan Area,USA,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,,,,,,Hybrid,True,False,False,False,False,False,False,False,False,False,False
Data Analyst,Spencer Ogden,"Pennsylvania, United States",USA,Mid-Senior level,Contract,Information Technology,Staffing and Recruiting,,,,,70.0,Hybrid,True,True,True,False,False,False,False,False,False,False,False
Data Analyst,Frostbite,"Austin, TX",USA,Not Applicable,Full-time,"Strategy/Planning, Analyst, and Information Technology","IT Services and IT Consulting, Software Development, and Computer Games",,,,,,Hybrid,False,True,True,False,False,False,False,False,False,False,False
Junior Data Analyst,Iris Software Inc.,"Texas, United States",USA,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,,,,,,Hybrid,False,False,False,False,False,False,False,False,False,False,False
Data Analyst (SQL),Marwood Group,New York City Metropolitan Area,USA,Mid-Senior level,Full-time,"Consulting, General Business, and Strategy/Planning",Financial Services,,,,,85000.0,Hybrid,True,True,False,False,False,False,True,False,False,False,False
Data Analyst,SmartSense by Digi,"Mishawaka, IN",USA,Associate,Full-time,Engineering,"IT Services and IT Consulting, Software Development, and Wireless Services",,,,,,Hybrid,True,True,True,False,False,False,False,False,False,False,False
Data Analyst,The Walt Disney Company,"New York, NY",USA,Mid-Senior level,Full-time,Information Technology,Animation and Post-production,,,,,,Hybrid,True,True,True,False,True,False,False,False,False,False,False
Data Analyst,The Walt Disney Company,"New York, NY",USA,Mid-Senior level,Full-time,Information Technology,Animation and Post-production,,,,,,Hybrid,True,False,False,False,True,False,False,False,False,False,False
